Codigo,Direccion,Latitud,Longitud,Piezas,Precio Min (UF),Precio Max (UF),Tamaño Min,Tamaño Max,Pago,Tipo de Vivienda
4944363,"Lord Cochrane 1394 - Departamento 1502, Santiago",-33.46393,-70.65274,2D/1B,3112.0,0.0,51.0,51.0,venta,departamento
3974807,"Metro Santa Lucía - Santa Isabel, Santiago",-33.4477,-70.6421,2D/2B,3112.0,0.0,59.0,61.0,venta,departamento
4792447,"AVENIDA PERU, Recoleta",-33.40633,-70.63952,2D/2B,3112.0,0.0,45.0,45.0,venta,departamento
4845738,"Metro Toesca - Santa Isabel / Calle 18, Santiago",-33.4532,-70.6576,2D/2B,3112.0,0.0,50.0,51.0,venta,departamento
4863923,"Estacionamiento // Parque Almagro, Santiago",-33.4512,-70.6543,2D/1B,3112.0,0.0,49.0,51.0,venta,departamento
4268801,"Avenida Macul / Américo Vespucio, Macul",-33.48684,-70.60383,2D/2B,3112.0,0.0,54.0,56.0,venta,departamento
4922855,"Olga Sur 1313 - Departamento 102, Las Condes",-33.41895,-70.52971,3D/1B,3114.0,0.0,78.0,78.0,venta,departamento
4383382,"Dardignac 28 - Departamento 1207B, Santiago",-33.43376,-70.6364,2D/2B,3114.0,0.0,55.0,58.0,venta,departamento
5021351,"Avenida Providencia 1645, Providencia",-33.42713,-70.61566,2D/1B,3115.0,0.0,55.0,55.0,venta,departamento
3918344,"Metro Rondizzoni, Santiago",-33.47213,-70.66402,4D/1B,3115.0,0.0,80.0,88.0,venta,departamento
4879732,"Curiñanca 920 - Departamento 1506, San Miguel",-33.48946,-70.64809,3D/2B,3115.0,0.0,64.0,67.8,venta,departamento
4914827,"Walker Martínez - Vicente Valdés, La Florida",-33.52522,-70.58561,3D/1B,3116.0,0.0,74.0,77.0,venta,departamento
3894166,"Morande 619 - Departamento 619, Santiago",-33.46912,-70.642,2D/2B,3117.0,0.0,65.0,65.0,venta,departamento
4880643,"Santa Victoria / Lira, Santiago",-33.44823,-70.63925,2D/2B,3119.0,0.0,64.0,69.0,venta,departamento
3694427,"Santa Rosa 325, Santiago",-33.46912,-70.642,2D/2B,3119.0,0.0,62.0,62.0,venta,departamento
5038057,"Carmen 319 - Departamento 1903, Santiago",-33.44768,-70.64257,2D/2B,3120.0,0.0,53.0,54.0,venta,departamento
3699062,"Metro Ñuble, Ñuñoa",-33.46653,-70.6242,2D/1B,3120.0,0.0,42.0,45.0,venta,departamento
4899502,"San Ignacio 999, Región Metropolitana De, Santiago",-33.4587,-70.6557,3D/2B,3120.0,0.0,64.0,68.0,venta,departamento
4853240,"Departamento Dos Dormitorios, Metro Toesca. Estacionamiento, Excelente Conectividad, Santiago",-33.45337,-70.65708,2D/2B,3120.0,0.0,50.0,53.29,venta,departamento
4472442,"Se Vende Departamento Dos Dormitorios, Metro Toesca. Estacionamiento, Excelente Conectividad, Santiago",-33.45324,-70.65772,2D/2B,3120.0,0.0,50.0,53.29,venta,departamento
4873086,"Vicuña Mackenna/Vicente Valdés, La Florida",-33.5262,-70.5975,3D/2B,3120.0,0.0,84.0,87.0,venta,departamento
5010936,"Vicuña Mackenna/Vicente Valdés, La Florida",-33.5262,-70.5975,3D/2B,3120.0,0.0,84.0,87.0,venta,departamento
5006908,"Vicuña Mackenna/Vicente Valdés, La Florida",-33.5262,-70.5975,3D/2B,3120.0,0.0,84.0,87.0,venta,departamento
4270617,"Coquimbo 1331, Santiago",-33.45731,-70.65247,3D/2B,3122.0,0.0,60.0,62.0,venta,departamento
5027096,"Departamento Tipo Loft En Vicuña Mackenn, Providencia",-33.4458,-70.6333,1D/1B,3126.0,0.0,39.0,42.0,venta,departamento
